instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
57992967,226535,GOLD21NOV47400PE,GOLD,0.0,2021-11-24,47400.0,0.5,1,PE,MCX-OPT,MCX
57993223,226536,GOLD21NOV47500CE,GOLD,0.0,2021-11-24,47500.0,0.5,1,CE,MCX-OPT,MCX
57993479,226537,GOLD21NOV47500PE,GOLD,0.0,2021-11-24,47500.0,0.5,1,PE,MCX-OPT,MCX
57993735,226538,GOLD21NOV47600CE,GOLD,0.0,2021-11-24,47600.0,0.5,1,CE,MCX-OPT,MCX
57993991,226539,GOLD21NOV47600PE,GOLD,0.0,2021-11-24,47600.0,0.5,1,PE,MCX-OPT,MCX
57994247,226540,GOLD21NOV47700CE,GOLD,0.0,2021-11-24,47700.0,0.5,1,CE,MCX-OPT,MCX
57994503,226541,GOLD21NOV47700PE,GOLD,0.0,2021-11-24,47700.0,0.5,1,PE,MCX-OPT,MCX
57994759,226542,GOLD21NOV47800CE,GOLD,0.0,2021-11-24,47800.0,0.5,1,CE,MCX-OPT,MCX
57995015,226543,GOLD21NOV47800PE,GOLD,0.0,2021-11-24,47800.0,0.5,1,PE,MCX-OPT,MCX
57995271,226544,GOLD21NOV47900CE,GOLD,0.0,2021-11-24,47900.0,0.5,1,CE,MCX-OPT,MCX
57995527,226545,GOLD21NOV47900PE,GOLD,0.0,2021-11-24,47900.0,0.5,1,PE,MCX-OPT,MCX
57995783,226546,GOLD21NOV48000CE,GOLD,0.0,2021-11-24,48000.0,0.5,1,CE,MCX-OPT,MCX
57996039,226547,GOLD21NOV48000PE,GOLD,0.0,2021-11-24,48000.0,0.5,1,PE,MCX-OPT,MCX
57996295,226548,GOLD21NOV48100CE,GOLD,0.0,2021-11-24,48100.0,0.5,1,CE,MCX-OPT,MCX
57996551,226549,GOLD21NOV48100PE,GOLD,0.0,2021-11-24,48100.0,0.5,1,PE,MCX-OPT,MCX
57996807,226550,GOLD21NOV48200CE,GOLD,0.0,2021-11-24,48200.0,0.5,1,CE,MCX-OPT,MCX
57997063,226551,GOLD21NOV48200PE,GOLD,0.0,2021-11-24,48200.0,0.5,1,PE,MCX-OPT,MCX
57997319,226552,GOLD21NOV48300CE,GOLD,0.0,2021-11-24,48300.0,0.5,1,CE,MCX-OPT,MCX
57997575,226553,GOLD21NOV48300PE,GOLD,0.0,2021-11-24,48300.0,0.5,1,PE,MCX-OPT,MCX
57997831,226554,GOLD21NOV48400CE,GOLD,0.0,2021-11-24,48400.0,0.5,1,CE,MCX-OPT,MCX
57998087,226555,GOLD21NOV48400PE,GOLD,0.0,2021-11-24,48400.0,0.5,1,PE,MCX-OPT,MCX
57998343,226556,GOLD21NOV48500CE,GOLD,0.0,2021-11-24,48500.0,0.5,1,CE,MCX-OPT,MCX
57998599,226557,GOLD21NOV48500PE,GOLD,0.0,2021-11-24,48500.0,0.5,1,PE,MCX-OPT,MCX
57998855,226558,GOLD21NOV48600CE,GOLD,0.0,2021-11-24,48600.0,0.5,1,CE,MCX-OPT,MCX
57999111,226559,GOLD21NOV48600PE,GOLD,0.0,2021-11-24,48600.0,0.5,1,PE,MCX-OPT,MCX
57999367,226560,GOLD21NOV48700CE,GOLD,0.0,2021-11-24,48700.0,0.5,1,CE,MCX-OPT,MCX
57999623,226561,GOLD21NOV48700PE,GOLD,0.0,2021-11-24,48700.0,0.5,1,PE,MCX-OPT,MCX
57999879,226562,GOLD21NOV48800CE,GOLD,0.0,2021-11-24,48800.0,0.5,1,CE,MCX-OPT,MCX
58000135,226563,GOLD21NOV48800PE,GOLD,0.0,2021-11-24,48800.0,0.5,1,PE,MCX-OPT,MCX
58000391,226564,GOLD21NOV48900CE,GOLD,0.0,2021-11-24,48900.0,0.5,1,CE,MCX-OPT,MCX
58000647,226565,GOLD21NOV48900PE,GOLD,0.0,2021-11-24,48900.0,0.5,1,PE,MCX-OPT,MCX
58000903,226566,GOLD21NOV49000CE,GOLD,0.0,2021-11-24,49000.0,0.5,1,CE,MCX-OPT,MCX
58001159,226567,GOLD21NOV49000PE,GOLD,0.0,2021-11-24,49000.0,0.5,1,PE,MCX-OPT,MCX
58001415,226568,GOLD21NOV49100CE,GOLD,0.0,2021-11-24,49100.0,0.5,1,CE,MCX-OPT,MCX
58001671,226569,GOLD21NOV49100PE,GOLD,0.0,2021-11-24,49100.0,0.5,1,PE,MCX-OPT,MCX
58001927,226570,GOLD21NOV49200CE,GOLD,0.0,2021-11-24,49200.0,0.5,1,CE,MCX-OPT,MCX
58002183,226571,GOLD21NOV49200PE,GOLD,0.0,2021-11-24,49200.0,0.5,1,PE,MCX-OPT,MCX
58002439,226572,GOLD21NOV49300CE,GOLD,0.0,2021-11-24,49300.0,0.5,1,CE,MCX-OPT,MCX
58002695,226573,GOLD21NOV49300PE,GOLD,0.0,2021-11-24,49300.0,0.5,1,PE,MCX-OPT,MCX
57976839,226472,GOLD21NOV49400CE,GOLD,0.0,2021-11-24,49400.0,0.5,1,CE,MCX-OPT,MCX
57977095,226473,GOLD21NOV49400PE,GOLD,0.0,2021-11-24,49400.0,0.5,1,PE,MCX-OPT,MCX
57977351,226474,GOLD21NOV49500CE,GOLD,0.0,2021-11-24,49500.0,0.5,1,CE,MCX-OPT,MCX
57977607,226475,GOLD21NOV49500PE,GOLD,0.0,2021-11-24,49500.0,0.5,1,PE,MCX-OPT,MCX
57977863,226476,GOLD21NOV49600CE,GOLD,0.0,2021-11-24,49600.0,0.5,1,CE,MCX-OPT,MCX
57978119,226477,GOLD21NOV49600PE,GOLD,0.0,2021-11-24,49600.0,0.5,1,PE,MCX-OPT,MCX
57978375,226478,GOLD21NOV49700CE,GOLD,0.0,2021-11-24,49700.0,0.5,1,CE,MCX-OPT,MCX
57978631,226479,GOLD21NOV49700PE,GOLD,0.0,2021-11-24,49700.0,0.5,1,PE,MCX-OPT,MCX
57978887,226480,GOLD21NOV49800CE,GOLD,0.0,2021-11-24,49800.0,0.5,1,CE,MCX-OPT,MCX
57979143,226481,GOLD21NOV49800PE,GOLD,0.0,2021-11-24,49800.0,0.5,1,PE,MCX-OPT,MCX
57979399,226482,GOLD21NOV49900CE,GOLD,0.0,2021-11-24,49900.0,0.5,1,CE,MCX-OPT,MCX
57979655,226483,GOLD21NOV49900PE,GOLD,0.0,2021-11-24,49900.0,0.5,1,PE,MCX-OPT,MCX
57979911,226484,GOLD21NOV50000CE,GOLD,0.0,2021-11-24,50000.0,0.5,1,CE,MCX-OPT,MCX
57980167,226485,GOLD21NOV50000PE,GOLD,0.0,2021-11-24,50000.0,0.5,1,PE,MCX-OPT,MCX
57980423,226486,GOLD21NOV50100CE,GOLD,0.0,2021-11-24,50100.0,0.5,1,CE,MCX-OPT,MCX
57980679,226487,GOLD21NOV50100PE,GOLD,0.0,2021-11-24,50100.0,0.5,1,PE,MCX-OPT,MCX
57980935,226488,GOLD21NOV50200CE,GOLD,0.0,2021-11-24,50200.0,0.5,1,CE,MCX-OPT,MCX
57981191,226489,GOLD21NOV50200PE,GOLD,0.0,2021-11-24,50200.0,0.5,1,PE,MCX-OPT,MCX
57981447,226490,GOLD21NOV50300CE,GOLD,0.0,2021-11-24,50300.0,0.5,1,CE,MCX-OPT,MCX
57981703,226491,GOLD21NOV50300PE,GOLD,0.0,2021-11-24,50300.0,0.5,1,PE,MCX-OPT,MCX
57981959,226492,GOLD21NOV50400CE,GOLD,0.0,2021-11-24,50400.0,0.5,1,CE,MCX-OPT,MCX
57982215,226493,GOLD21NOV50400PE,GOLD,0.0,2021-11-24,50400.0,0.5,1,PE,MCX-OPT,MCX
57982471,226494,GOLD21NOV50500CE,GOLD,0.0,2021-11-24,50500.0,0.5,1,CE,MCX-OPT,MCX
57982727,226495,GOLD21NOV50500PE,GOLD,0.0,2021-11-24,50500.0,0.5,1,PE,MCX-OPT,MCX
57982983,226496,GOLD21NOV50600CE,GOLD,0.0,2021-11-24,50600.0,0.5,1,CE,MCX-OPT,MCX
57983239,226497,GOLD21NOV50600PE,GOLD,0.0,2021-11-24,50600.0,0.5,1,PE,MCX-OPT,MCX
57983495,226498,GOLD21NOV50700CE,GOLD,0.0,2021-11-24,50700.0,0.5,1,CE,MCX-OPT,MCX
57983751,226499,GOLD21NOV50700PE,GOLD,0.0,2021-11-24,50700.0,0.5,1,PE,MCX-OPT,MCX
57984007,226500,GOLD21NOV50800CE,GOLD,0.0,2021-11-24,50800.0,0.5,1,CE,MCX-OPT,MCX
57984263,226501,GOLD21NOV50800PE,GOLD,0.0,2021-11-24,50800.0,0.5,1,PE,MCX-OPT,MCX
57984519,226502,GOLD21NOV50900CE,GOLD,0.0,2021-11-24,50900.0,0.5,1,CE,MCX-OPT,MCX
57984775,226503,GOLD21NOV50900PE,GOLD,0.0,2021-11-24,50900.0,0.5,1,PE,MCX-OPT,MCX
57985031,226504,GOLD21NOV51000CE,GOLD,0.0,2021-11-24,51000.0,0.5,1,CE,MCX-OPT,MCX
57985287,226505,GOLD21NOV51000PE,GOLD,0.0,2021-11-24,51000.0,0.5,1,PE,MCX-OPT,MCX
57985543,226506,GOLD21NOV51100CE,GOLD,0.0,2021-11-24,51100.0,0.5,1,CE,MCX-OPT,MCX
57985799,226507,GOLD21NOV51100PE,GOLD,0.0,2021-11-24,51100.0,0.5,1,PE,MCX-OPT,MCX
57986055,226508,GOLD21NOV51200CE,GOLD,0.0,2021-11-24,51200.0,0.5,1,CE,MCX-OPT,MCX
57986311,226509,GOLD21NOV51200PE,GOLD,0.0,2021-11-24,51200.0,0.5,1,PE,MCX-OPT,MCX
57986567,226510,GOLD21NOV51300CE,GOLD,0.0,2021-11-24,51300.0,0.5,1,CE,MCX-OPT,MCX
57986823,226511,GOLD21NOV51300PE,GOLD,0.0,2021-11-24,51300.0,0.5,1,PE,MCX-OPT,MCX
57987079,226512,GOLD21NOV51400CE,GOLD,0.0,2021-11-24,51400.0,0.5,1,CE,MCX-OPT,MCX
57987335,226513,GOLD21NOV51400PE,GOLD,0.0,2021-11-24,51400.0,0.5,1,PE,MCX-OPT,MCX
57987591,226514,GOLD21NOV51500CE,GOLD,0.0,2021-11-24,51500.0,0.5,1,CE,MCX-OPT,MCX
57987847,226515,GOLD21NOV51500PE,GOLD,0.0,2021-11-24,51500.0,0.5,1,PE,MCX-OPT,MCX
57988103,226516,GOLD21NOV51600CE,GOLD,0.0,2021-11-24,51600.0,0.5,1,CE,MCX-OPT,MCX
57988359,226517,GOLD21NOV51600PE,GOLD,0.0,2021-11-24,51600.0,0.5,1,PE,MCX-OPT,MCX
57988615,226518,GOLD21NOV51700CE,GOLD,0.0,2021-11-24,51700.0,0.5,1,CE,MCX-OPT,MCX
57988871,226519,GOLD21NOV51700PE,GOLD,0.0,2021-11-24,51700.0,0.5,1,PE,MCX-OPT,MCX
57989127,226520,GOLD21NOV51800CE,GOLD,0.0,2021-11-24,51800.0,0.5,1,CE,MCX-OPT,MCX
57989383,226521,GOLD21NOV51800PE,GOLD,0.0,2021-11-24,51800.0,0.5,1,PE,MCX-OPT,MCX
57989639,226522,GOLD21NOV51900CE,GOLD,0.0,2021-11-24,51900.0,0.5,1,CE,MCX-OPT,MCX
57989895,226523,GOLD21NOV51900PE,GOLD,0.0,2021-11-24,51900.0,0.5,1,PE,MCX-OPT,MCX
57990151,226524,GOLD21NOV52000CE,GOLD,0.0,2021-11-24,52000.0,0.5,1,CE,MCX-OPT,MCX
57990407,226525,GOLD21NOV52000PE,GOLD,0.0,2021-11-24,52000.0,0.5,1,PE,MCX-OPT,MCX
57990663,226526,GOLD21NOV52100CE,GOLD,0.0,2021-11-24,52100.0,0.5,1,CE,MCX-OPT,MCX
57990919,226527,GOLD21NOV52100PE,GOLD,0.0,2021-11-24,52100.0,0.5,1,PE,MCX-OPT,MCX
58035207,226700,GOLD21NOV52200CE,GOLD,0.0,2021-11-24,52200.0,0.5,1,CE,MCX-OPT,MCX
58035463,226701,GOLD21NOV52200PE,GOLD,0.0,2021-11-24,52200.0,0.5,1,PE,MCX-OPT,MCX
58035719,226702,GOLD21NOV52300CE,GOLD,0.0,2021-11-24,52300.0,0.5,1,CE,MCX-OPT,MCX
58035975,226703,GOLD21NOV52300PE,GOLD,0.0,2021-11-24,52300.0,0.5,1,PE,MCX-OPT,MCX
58036231,226704,GOLD21NOV52400CE,GOLD,0.0,2021-11-24,52400.0,0.5,1,CE,MCX-OPT,MCX
58036487,226705,GOLD21NOV52400PE,GOLD,0.0,2021-11-24,52400.0,0.5,1,PE,MCX-OPT,MCX
58036743,226706,GOLD21NOV52500CE,GOLD,0.0,2021-11-24,52500.0,0.5,1,CE,MCX-OPT,MCX
58036999,226707,GOLD21NOV52500PE,GOLD,0.0,2021-11-24,52500.0,0.5,1,PE,MCX-OPT,MCX
58037255,226708,GOLD21NOV52600CE,GOLD,0.0,2021-11-24,52600.0,0.5,1,CE,MCX-OPT,MCX
58037511,226709,GOLD21NOV52600PE,GOLD,0.0,2021-11-24,52600.0,0.5,1,PE,MCX-OPT,MCX
58037767,226710,GOLD21NOV52700CE,GOLD,0.0,2021-11-24,52700.0,0.5,1,CE,MCX-OPT,MCX
58038023,226711,GOLD21NOV52700PE,GOLD,0.0,2021-11-24,52700.0,0.5,1,PE,MCX-OPT,MCX
58038279,226712,GOLD21NOV52800CE,GOLD,0.0,2021-11-24,52800.0,0.5,1,CE,MCX-OPT,MCX
58038535,226713,GOLD21NOV52800PE,GOLD,0.0,2021-11-24,52800.0,0.5,1,PE,MCX-OPT,MCX
58038791,226714,GOLD21NOV52900CE,GOLD,0.0,2021-11-24,52900.0,0.5,1,CE,MCX-OPT,MCX
58039047,226715,GOLD21NOV52900PE,GOLD,0.0,2021-11-24,52900.0,0.5,1,PE,MCX-OPT,MCX
58039303,226716,GOLD21NOV53000CE,GOLD,0.0,2021-11-24,53000.0,0.5,1,CE,MCX-OPT,MCX
58039559,226717,GOLD21NOV53000PE,GOLD,0.0,2021-11-24,53000.0,0.5,1,PE,MCX-OPT,MCX
58039815,226718,GOLD21NOV53100CE,GOLD,0.0,2021-11-24,53100.0,0.5,1,CE,MCX-OPT,MCX
58040071,226719,GOLD21NOV53100PE,GOLD,0.0,2021-11-24,53100.0,0.5,1,PE,MCX-OPT,MCX
58040327,226720,GOLD21NOV53200CE,GOLD,0.0,2021-11-24,53200.0,0.5,1,CE,MCX-OPT,MCX
58040583,226721,GOLD21NOV53200PE,GOLD,0.0,2021-11-24,53200.0,0.5,1,PE,MCX-OPT,MCX
58099975,226953,GOLD21NOV53300CE,GOLD,0.0,2021-11-24,53300.0,0.5,1,CE,MCX-OPT,MCX
58100231,226954,GOLD21NOV53300PE,GOLD,0.0,2021-11-24,53300.0,0.5,1,PE,MCX-OPT,MCX
58100487,226955,GOLD21NOV53400CE,GOLD,0.0,2021-11-24,53400.0,0.5,1,CE,MCX-OPT,MCX
58100743,226956,GOLD21NOV53400PE,GOLD,0.0,2021-11-24,53400.0,0.5,1,PE,MCX-OPT,MCX
58100999,226957,GOLD21NOV53500CE,GOLD,0.0,2021-11-24,53500.0,0.5,1,CE,MCX-OPT,MCX
58101255,226958,GOLD21NOV53500PE,GOLD,0.0,2021-11-24,53500.0,0.5,1,PE,MCX-OPT,MCX
58101511,226959,GOLD21NOV53600CE,GOLD,0.0,2021-11-24,53600.0,0.5,1,CE,MCX-OPT,MCX
58101767,226960,GOLD21NOV53600PE,GOLD,0.0,2021-11-24,53600.0,0.5,1,PE,MCX-OPT,MCX
58102023,226961,GOLD21NOV53700CE,GOLD,0.0,2021-11-24,53700.0,0.5,1,CE,MCX-OPT,MCX
58102279,226962,GOLD21NOV53700PE,GOLD,0.0,2021-11-24,53700.0,0.5,1,PE,MCX-OPT,MCX
58102535,226963,GOLD21NOV53800CE,GOLD,0.0,2021-11-24,53800.0,0.5,1,CE,MCX-OPT,MCX
58102791,226964,GOLD21NOV53800PE,GOLD,0.0,2021-11-24,53800.0,0.5,1,PE,MCX-OPT,MCX
58103047,226965,GOLD21NOV53900CE,GOLD,0.0,2021-11-24,53900.0,0.5,1,CE,MCX-OPT,MCX
58103303,226966,GOLD21NOV53900PE,GOLD,0.0,2021-11-24,53900.0,0.5,1,PE,MCX-OPT,MCX
58103559,226967,GOLD21NOV54000CE,GOLD,0.0,2021-11-24,54000.0,0.5,1,CE,MCX-OPT,MCX
58103815,226968,GOLD21NOV54000PE,GOLD,0.0,2021-11-24,54000.0,0.5,1,PE,MCX-OPT,MCX
58104071,226969,GOLD21NOV54100CE,GOLD,0.0,2021-11-24,54100.0,0.5,1,CE,MCX-OPT,MCX
58104327,226970,GOLD21NOV54100PE,GOLD,0.0,2021-11-24,54100.0,0.5,1,PE,MCX-OPT,MCX
58104583,226971,GOLD21NOV54200CE,GOLD,0.0,2021-11-24,54200.0,0.5,1,CE,MCX-OPT,MCX
58104839,226972,GOLD21NOV54200PE,GOLD,0.0,2021-11-24,54200.0,0.5,1,PE,MCX-OPT,MCX
58105095,226973,GOLD21NOV54300CE,GOLD,0.0,2021-11-24,54300.0,0.5,1,CE,MCX-OPT,MCX
58105351,226974,GOLD21NOV54300PE,GOLD,0.0,2021-11-24,54300.0,0.5,1,PE,MCX-OPT,MCX
58539271,228669,GOLD21SEP42400CE,GOLD,0.0,2021-09-24,42400.0,0.5,1,CE,MCX-OPT,MCX
58539527,228670,GOLD21SEP42400PE,GOLD,0.0,2021-09-24,42400.0,0.5,1,PE,MCX-OPT,MCX
58539783,228671,GOLD21SEP42500CE,GOLD,0.0,2021-09-24,42500.0,0.5,1,CE,MCX-OPT,MCX
58540039,228672,GOLD21SEP42500PE,GOLD,0.0,2021-09-24,42500.0,0.5,1,PE,MCX-OPT,MCX
58489863,228476,GOLD21SEP42600CE,GOLD,0.0,2021-09-24,42600.0,0.5,1,CE,MCX-OPT,MCX
58490119,228477,GOLD21SEP42600PE,GOLD,0.0,2021-09-24,42600.0,0.5,1,PE,MCX-OPT,MCX
58490375,228478,GOLD21SEP42700CE,GOLD,0.0,2021-09-24,42700.0,0.5,1,CE,MCX-OPT,MCX
58490631,228479,GOLD21SEP42700PE,GOLD,0.0,2021-09-24,42700.0,0.5,1,PE,MCX-OPT,MCX
58490887,228480,GOLD21SEP42800CE,GOLD,0.0,2021-09-24,42800.0,0.5,1,CE,MCX-OPT,MCX
58491143,228481,GOLD21SEP42800PE,GOLD,0.0,2021-09-24,42800.0,0.5,1,PE,MCX-OPT,MCX
58477063,228426,GOLD21SEP42900CE,GOLD,0.0,2021-09-24,42900.0,0.5,1,CE,MCX-OPT,MCX
58477319,228427,GOLD21SEP42900PE,GOLD,0.0,2021-09-24,42900.0,0.5,1,PE,MCX-OPT,MCX
58477575,228428,GOLD21SEP43000CE,GOLD,0.0,2021-09-24,43000.0,0.5,1,CE,MCX-OPT,MCX
58477831,228429,GOLD21SEP43000PE,GOLD,0.0,2021-09-24,43000.0,0.5,1,PE,MCX-OPT,MCX
58478087,228430,GOLD21SEP43100CE,GOLD,0.0,2021-09-24,43100.0,0.5,1,CE,MCX-OPT,MCX
58478343,228431,GOLD21SEP43100PE,GOLD,0.0,2021-09-24,43100.0,0.5,1,PE,MCX-OPT,MCX
58478599,228432,GOLD21SEP43200CE,GOLD,0.0,2021-09-24,43200.0,0.5,1,CE,MCX-OPT,MCX
58478855,228433,GOLD21SEP43200PE,GOLD,0.0,2021-09-24,43200.0,0.5,1,PE,MCX-OPT,MCX
58460679,228362,GOLD21SEP43300CE,GOLD,0.0,2021-09-24,43300.0,0.5,1,CE,MCX-OPT,MCX
58460935,228363,GOLD21SEP43300PE,GOLD,0.0,2021-09-24,43300.0,0.5,1,PE,MCX-OPT,MCX
58219527,227420,GOLD21SEP43400CE,GOLD,0.0,2021-09-24,43400.0,0.5,1,CE,MCX-OPT,MCX
58219783,227421,GOLD21SEP43400PE,GOLD,0.0,2021-09-24,43400.0,0.5,1,PE,MCX-OPT,MCX
58220039,227422,GOLD21SEP43500CE,GOLD,0.0,2021-09-24,43500.0,0.5,1,CE,MCX-OPT,MCX
58220295,227423,GOLD21SEP43500PE,GOLD,0.0,2021-09-24,43500.0,0.5,1,PE,MCX-OPT,MCX
58220551,227424,GOLD21SEP43600CE,GOLD,0.0,2021-09-24,43600.0,0.5,1,CE,MCX-OPT,MCX
58220807,227425,GOLD21SEP43600PE,GOLD,0.0,2021-09-24,43600.0,0.5,1,PE,MCX-OPT,MCX
58221063,227426,GOLD21SEP43700CE,GOLD,0.0,2021-09-24,43700.0,0.5,1,CE,MCX-OPT,MCX
58221319,227427,GOLD21SEP43700PE,GOLD,0.0,2021-09-24,43700.0,0.5,1,PE,MCX-OPT,MCX
58221575,227428,GOLD21SEP43800CE,GOLD,0.0,2021-09-24,43800.0,0.5,1,CE,MCX-OPT,MCX
58221831,227429,GOLD21SEP43800PE,GOLD,0.0,2021-09-24,43800.0,0.5,1,PE,MCX-OPT,MCX
58222087,227430,GOLD21SEP43900CE,GOLD,0.0,2021-09-24,43900.0,0.5,1,CE,MCX-OPT,MCX
58222343,227431,GOLD21SEP43900PE,GOLD,0.0,2021-09-24,43900.0,0.5,1,PE,MCX-OPT,MCX
58222599,227432,GOLD21SEP44000CE,GOLD,0.0,2021-09-24,44000.0,0.5,1,CE,MCX-OPT,MCX
58222855,227433,GOLD21SEP44000PE,GOLD,0.0,2021-09-24,44000.0,0.5,1,PE,MCX-OPT,MCX
58223111,227434,GOLD21SEP44100CE,GOLD,0.0,2021-09-24,44100.0,0.5,1,CE,MCX-OPT,MCX
58223367,227435,GOLD21SEP44100PE,GOLD,0.0,2021-09-24,44100.0,0.5,1,PE,MCX-OPT,MCX
58223623,227436,GOLD21SEP44200CE,GOLD,0.0,2021-09-24,44200.0,0.5,1,CE,MCX-OPT,MCX
58223879,227437,GOLD21SEP44200PE,GOLD,0.0,2021-09-24,44200.0,0.5,1,PE,MCX-OPT,MCX
58224135,227438,GOLD21SEP44300CE,GOLD,0.0,2021-09-24,44300.0,0.5,1,CE,MCX-OPT,MCX
58224391,227439,GOLD21SEP44300PE,GOLD,0.0,2021-09-24,44300.0,0.5,1,PE,MCX-OPT,MCX
58224647,227440,GOLD21SEP44400CE,GOLD,0.0,2021-09-24,44400.0,0.5,1,CE,MCX-OPT,MCX
58224903,227441,GOLD21SEP44400PE,GOLD,0.0,2021-09-24,44400.0,0.5,1,PE,MCX-OPT,MCX
58225159,227442,GOLD21SEP44500CE,GOLD,0.0,2021-09-24,44500.0,0.5,1,CE,MCX-OPT,MCX
58225415,227443,GOLD21SEP44500PE,GOLD,0.0,2021-09-24,44500.0,0.5,1,PE,MCX-OPT,MCX
58225671,227444,GOLD21SEP44600CE,GOLD,0.0,2021-09-24,44600.0,0.5,1,CE,MCX-OPT,MCX
58225927,227445,GOLD21SEP44600PE,GOLD,0.0,2021-09-24,44600.0,0.5,1,PE,MCX-OPT,MCX
58226183,227446,GOLD21SEP44700CE,GOLD,0.0,2021-09-24,44700.0,0.5,1,CE,MCX-OPT,MCX
58226439,227447,GOLD21SEP44700PE,GOLD,0.0,2021-09-24,44700.0,0.5,1,PE,MCX-OPT,MCX
58226695,227448,GOLD21SEP44800CE,GOLD,0.0,2021-09-24,44800.0,0.5,1,CE,MCX-OPT,MCX
58226951,227449,GOLD21SEP44800PE,GOLD,0.0,2021-09-24,44800.0,0.5,1,PE,MCX-OPT,MCX
58227207,227450,GOLD21SEP44900CE,GOLD,0.0,2021-09-24,44900.0,0.5,1,CE,MCX-OPT,MCX
58227463,227451,GOLD21SEP44900PE,GOLD,0.0,2021-09-24,44900.0,0.5,1,PE,MCX-OPT,MCX
58227719,227452,GOLD21SEP45000CE,GOLD,0.0,2021-09-24,45000.0,0.5,1,CE,MCX-OPT,MCX
58227975,227453,GOLD21SEP45000PE,GOLD,0.0,2021-09-24,45000.0,0.5,1,PE,MCX-OPT,MCX
58228231,227454,GOLD21SEP45100CE,GOLD,0.0,2021-09-24,45100.0,0.5,1,CE,MCX-OPT,MCX
58228487,227455,GOLD21SEP45100PE,GOLD,0.0,2021-09-24,45100.0,0.5,1,PE,MCX-OPT,MCX
58228743,227456,GOLD21SEP45200CE,GOLD,0.0,2021-09-24,45200.0,0.5,1,CE,MCX-OPT,MCX
58228999,227457,GOLD21SEP45200PE,GOLD,0.0,2021-09-24,45200.0,0.5,1,PE,MCX-OPT,MCX
58229255,227458,GOLD21SEP45300CE,GOLD,0.0,2021-09-24,45300.0,0.5,1,CE,MCX-OPT,MCX
58229511,227459,GOLD21SEP45300PE,GOLD,0.0,2021-09-24,45300.0,0.5,1,PE,MCX-OPT,MCX
58229767,227460,GOLD21SEP45400CE,GOLD,0.0,2021-09-24,45400.0,0.5,1,CE,MCX-OPT,MCX
58230023,227461,GOLD21SEP45400PE,GOLD,0.0,2021-09-24,45400.0,0.5,1,PE,MCX-OPT,MCX
57900039,226172,GOLD21SEP45500CE,GOLD,0.0,2021-09-24,45500.0,0.5,1,CE,MCX-OPT,MCX
57900295,226173,GOLD21SEP45500PE,GOLD,0.0,2021-09-24,45500.0,0.5,1,PE,MCX-OPT,MCX
57900551,226174,GOLD21SEP45600CE,GOLD,0.0,2021-09-24,45600.0,0.5,1,CE,MCX-OPT,MCX
57900807,226175,GOLD21SEP45600PE,GOLD,0.0,2021-09-24,45600.0,0.5,1,PE,MCX-OPT,MCX
57901063,226176,GOLD21SEP45700CE,GOLD,0.0,2021-09-24,45700.0,0.5,1,CE,MCX-OPT,MCX
57901319,226177,GOLD21SEP45700PE,GOLD,0.0,2021-09-24,45700.0,0.5,1,PE,MCX-OPT,MCX
57875463,226076,GOLD21SEP45800CE,GOLD,0.0,2021-09-24,45800.0,0.5,1,CE,MCX-OPT,MCX
57875719,226077,GOLD21SEP45800PE,GOLD,0.0,2021-09-24,45800.0,0.5,1,PE,MCX-OPT,MCX
57875975,226078,GOLD21SEP45900CE,GOLD,0.0,2021-09-24,45900.0,0.5,1,CE,MCX-OPT,MCX
57876231,226079,GOLD21SEP45900PE,GOLD,0.0,2021-09-24,45900.0,0.5,1,PE,MCX-OPT,MCX
57876487,226080,GOLD21SEP46000CE,GOLD,0.0,2021-09-24,46000.0,0.5,1,CE,MCX-OPT,MCX
57876743,226081,GOLD21SEP46000PE,GOLD,0.0,2021-09-24,46000.0,0.5,1,PE,MCX-OPT,MCX
57876999,226082,GOLD21SEP46100CE,GOLD,0.0,2021-09-24,46100.0,0.5,1,CE,MCX-OPT,MCX
57877255,226083,GOLD21SEP46100PE,GOLD,0.0,2021-09-24,46100.0,0.5,1,PE,MCX-OPT,MCX
57877511,226084,GOLD21SEP46200CE,GOLD,0.0,2021-09-24,46200.0,0.5,1,CE,MCX-OPT,MCX
57877767,226085,GOLD21SEP46200PE,GOLD,0.0,2021-09-24,46200.0,0.5,1,PE,MCX-OPT,MCX
57878023,226086,GOLD21SEP46300CE,GOLD,0.0,2021-09-24,46300.0,0.5,1,CE,MCX-OPT,MCX
57878279,226087,GOLD21SEP46300PE,GOLD,0.0,2021-09-24,46300.0,0.5,1,PE,MCX-OPT,MCX
57878535,226088,GOLD21SEP46400CE,GOLD,0.0,2021-09-24,46400.0,0.5,1,CE,MCX-OPT,MCX
57878791,226089,GOLD21SEP46400PE,GOLD,0.0,2021-09-24,46400.0,0.5,1,PE,MCX-OPT,MCX
57879047,226090,GOLD21SEP46500CE,GOLD,0.0,2021-09-24,46500.0,0.5,1,CE,MCX-OPT,MCX
57879303,226091,GOLD21SEP46500PE,GOLD,0.0,2021-09-24,46500.0,0.5,1,PE,MCX-OPT,MCX
57879559,226092,GOLD21SEP46600CE,GOLD,0.0,2021-09-24,46600.0,0.5,1,CE,MCX-OPT,MCX
